"Town","FIPS","Year","Measure Type","Variable","Value"
"Columbia","0901316400","2009-2013","Ratio to State Median","Margins of Error",0.07
"Columbia","0901316400","2010-2014","Number","Median Home Value",263700
"Columbia","0901316400","2010-2014","Number","Margins of Error",25445
"Columbia","0901316400","2010-2014","Ratio to State Median","Median Home Value",0.96
"Columbia","0901316400","2010-2014","Ratio to State Median","Margins of Error",0.09
"Columbia","0901316400","2011-2015","Number","Median Home Value",241900
"Columbia","0901316400","2011-2015","Number","Margins of Error",12555
"Columbia","0901316400","2011-2015","Ratio to State Median","Median Home Value",0.89
"Columbia","0901316400","2011-2015","Ratio to State Median","Margins of Error",0.05
"Columbia","0901316400","2012-2016","Number","Median Home Value",242300
"Columbia","0901316400","2012-2016","Number","Margins of Error",12854
"Columbia","0901316400","2012-2016","Ratio to State Median","Median Home Value",0.9
"Columbia","0901316400","2012-2016","Ratio to State Median","Margins of Error",0.05
"Columbia","0901316400","2013-2017","Number","Median Home Value",243300
"Columbia","0901316400","2013-2017","Number","Margins of Error",10353
"Columbia","0901316400","2013-2017","Ratio to State Median","Median Home Value",0.9
"Columbia","0901316400","2013-2017","Ratio to State Median","Margins of Error",0.04
"Columbia","0901316400","2014-2018","Number","Median Home Value",258400
"Columbia","0901316400","2014-2018","Number","Margins of Error",17895
"Columbia","0901316400","2014-2018","Ratio to State Median","Median Home Value",0.95
"Columbia","0901316400","2014-2018","Ratio to State Median","Margins of Error",0.07
"Columbia","0901316400","2015-2019","Number","Median Home Value",255400
"Columbia","0901316400","2015-2019","Number","Margins of Error",14735
"Columbia","0901316400","2015-2019","Ratio to State Median","Median Home Value",0.93
"Columbia","0901316400","2015-2019","Ratio to State Median","Margins of Error",0.05
"Columbia","0901316400","2016-2020","Number","Median Home Value",267400
"Columbia","0901316400","2016-2020","Number","Margins of Error",14153
"Columbia","0901316400","2016-2020","Ratio to State Median","Median Home Value",0.96
"Columbia","0901316400","2016-2020","Ratio to State Median","Margins of Error",0.05
"Connecticut","09","2006-2010","Number","Median Home Value",296500
"Connecticut","09","2006-2010","Number","Margins of Error",1092
"Connecticut","09","2006-2010","Ratio to State Median","Median Home Value",1
"Connecticut","09","2006-2010","Ratio to State Median","Margins of Error",0.01
"Connecticut","09","2007-2011","Number","Median Home Value",293100
"Connecticut","09","2007-2011","Number","Margins of Error",897
"Connecticut","09","2007-2011","Ratio to State Median","Median Home Value",1
"Connecticut","09","2007-2011","Ratio to State Median","Margins of Error",0
"Connecticut","09","2008-2012","Number","Median Home Value",285900
"Connecticut","09","2008-2012","Number","Margins of Error",975
"Connecticut","09","2008-2012","Ratio to State Median","Median Home Value",1
"Connecticut","09","2008-2012","Ratio to State Median","Margins of Error",0
"Connecticut","09","2009-2013","Number","Median Home Value",278900
"Connecticut","09","2009-2013","Number","Margins of Error",868
"Connecticut","09","2009-2013","Ratio to State Median","Median Home Value",1
"Connecticut","09","2009-2013","Ratio to State Median","Margins of Error",0
"Connecticut","09","2010-2014","Number","Median Home Value",274500
"Connecticut","09","2010-2014","Number","Margins of Error",980
"Connecticut","09","2010-2014","Ratio to State Median","Median Home Value",1
"Connecticut","09","2010-2014","Ratio to State Median","Margins of Error",0.01
"Connecticut","09","2011-2015","Number","Median Home Value",270500
"Connecticut","09","2011-2015","Number","Margins of Error",1061
"Connecticut","09","2011-2015","Ratio to State Median","Median Home Value",1
"Connecticut","09","2011-2015","Ratio to State Median","Margins of Error",0.01
"Connecticut","09","2012-2016","Number","Median Home Value",269300
"Connecticut","09","2012-2016","Number","Margins of Error",1149
"Connecticut","09","2012-2016","Ratio to State Median","Median Home Value",1
"Connecticut","09","2012-2016","Ratio to State Median","Margins of Error",0.01
"Connecticut","09","2013-2017","Number","Median Home Value",270100
"Connecticut","09","2013-2017","Number","Margins of Error",1083
"Connecticut","09","2013-2017","Ratio to State Median","Median Home Value",1
"Connecticut","09","2013-2017","Ratio to State Median","Margins of Error",0.01
"Connecticut","09","2014-2018","Number","Median Home Value",272700
"Connecticut","09","2014-2018","Number","Margins of Error",985
"Connecticut","09","2014-2018","Ratio to State Median","Median Home Value",1
"Connecticut","09","2014-2018","Ratio to State Median","Margins of Error",0.01
"Connecticut","09","2015-2019","Number","Median Home Value",275400
"Connecticut","09","2015-2019","Number","Margins of Error",972
"Connecticut","09","2015-2019","Ratio to State Median","Median Home Value",1
"Connecticut","09","2015-2019","Ratio to State Median","Margins of Error",0
"Connecticut","09","2016-2020","Number","Median Home Value",279700
"Connecticut","09","2016-2020","Number","Margins of Error",1296
"Connecticut","09","2016-2020","Ratio to State Median","Median Home Value",1
"Connecticut","09","2016-2020","Ratio to State Median","Margins of Error",0.01
"Cornwall","0900517240","2006-2010","Number","Median Home Value",453100
"Cornwall","0900517240","2006-2010","Number","Margins of Error",36010
"Cornwall","0900517240","2006-2010","Ratio to State Median","Median Home Value",1.53
"Cornwall","0900517240","2006-2010","Ratio to State Median","Margins of Error",0.12
"Cornwall","0900517240","2007-2011","Number","Median Home Value",454100
"Cornwall","0900517240","2007-2011","Number","Margins of Error",41548
"Cornwall","0900517240","2007-2011","Ratio to State Median","Median Home Value",1.55
"Cornwall","0900517240","2007-2011","Ratio to State Median","Margins of Error",0.14
"Cornwall","0900517240","2008-2012","Number","Median Home Value",446200
"Cornwall","0900517240","2008-2012","Number","Margins of Error",48211
"Cornwall","0900517240","2008-2012","Ratio to State Median","Median Home Value",1.56
"Cornwall","0900517240","2008-2012","Ratio to State Median","Margins of Error",0.17
"Cornwall","0900517240","2009-2013","Number","Median Home Value",452700
"Cornwall","0900517240","2009-2013","Number","Margins of Error",47549
"Cornwall","0900517240","2009-2013","Ratio to State Median","Median Home Value",1.62
"Cornwall","0900517240","2009-2013","Ratio to State Median","Margins of Error",0.17
"Cornwall","0900517240","2010-2014","Number","Median Home Value",427200
"Cornwall","0900517240","2010-2014","Number","Margins of Error",50338
"Cornwall","0900517240","2010-2014","Ratio to State Median","Median Home Value",1.56
"Cornwall","0900517240","2010-2014","Ratio to State Median","Margins of Error",0.18
"Cornwall","0900517240","2011-2015","Number","Median Home Value",424600
"Cornwall","0900517240","2011-2015","Number","Margins of Error",47371
"Cornwall","0900517240","2011-2015","Ratio to State Median","Median Home Value",1.57
"Cornwall","0900517240","2011-2015","Ratio to State Median","Margins of Error",0.18
"Cornwall","0900517240","2012-2016","Number","Median Home Value",420100
"Cornwall","0900517240","2012-2016","Number","Margins of Error",46284
"Cornwall","0900517240","2012-2016","Ratio to State Median","Median Home Value",1.56
"Cornwall","0900517240","2012-2016","Ratio to State Median","Margins of Error",0.17
"Cornwall","0900517240","2013-2017","Number","Median Home Value",439600
"Cornwall","0900517240","2013-2017","Number","Margins of Error",47166
"Cornwall","0900517240","2013-2017","Ratio to State Median","Median Home Value",1.63
"Cornwall","0900517240","2013-2017","Ratio to State Median","Margins of Error",0.17
"Cornwall","0900517240","2014-2018","Number","Median Home Value",425400
"Cornwall","0900517240","2014-2018","Number","Margins of Error",49607
"Cornwall","0900517240","2014-2018","Ratio to State Median","Median Home Value",1.56
"Cornwall","0900517240","2014-2018","Ratio to State Median","Margins of Error",0.18
"Cornwall","0900517240","2015-2019","Number","Median Home Value",441800
"Cornwall","0900517240","2015-2019","Number","Margins of Error",48782
"Cornwall","0900517240","2015-2019","Ratio to State Median","Median Home Value",1.6
"Cornwall","0900517240","2015-2019","Ratio to State Median","Margins of Error",0.18
"Cornwall","0900517240","2016-2020","Number","Median Home Value",464900
"Cornwall","0900517240","2016-2020","Number","Margins of Error",47802
"Cornwall","0900517240","2016-2020","Ratio to State Median","Median Home Value",1.66
"Cornwall","0900517240","2016-2020","Ratio to State Median","Margins of Error",0.17
"Coventry","0901317800","2006-2010","Number","Median Home Value",256500
"Coventry","0901317800","2006-2010","Number","Margins of Error",14931
"Coventry","0901317800","2006-2010","Ratio to State Median","Median Home Value",0.87
"Coventry","0901317800","2006-2010","Ratio to State Median","Margins of Error",0.05
"Coventry","0901317800","2007-2011","Number","Median Home Value",260800
"Coventry","0901317800","2007-2011","Number","Margins of Error",13283
"Coventry","0901317800","2007-2011","Ratio to State Median","Median Home Value",0.89
"Coventry","0901317800","2007-2011","Ratio to State Median","Margins of Error",0.05
"Coventry","0901317800","2008-2012","Number","Median Home Value",262400
"Coventry","0901317800","2008-2012","Number","Margins of Error",11153
"Coventry","0901317800","2008-2012","Ratio to State Median","Median Home Value",0.92
"Coventry","0901317800","2008-2012","Ratio to State Median","Margins of Error",0.04
"Coventry","0901317800","2009-2013","Number","Median Home Value",259600
"Coventry","0901317800","2009-2013","Number","Margins of Error",12173
"Coventry","0901317800","2009-2013","Ratio to State Median","Median Home Value",0.93
"Coventry","0901317800","2009-2013","Ratio to State Median","Margins of Error",0.04
"Coventry","0901317800","2010-2014","Number","Median Home Value",259000
"Coventry","0901317800","2010-2014","Number","Margins of Error",12175
"Coventry","0901317800","2010-2014","Ratio to State Median","Median Home Value",0.94
"Coventry","0901317800","2010-2014","Ratio to State Median","Margins of Error",0.04
"Coventry","0901317800","2011-2015","Number","Median Home Value",256700
"Coventry","0901317800","2011-2015","Number","Margins of Error",9764
"Coventry","0901317800","2011-2015","Ratio to State Median","Median Home Value",0.95
"Coventry","0901317800","2011-2015","Ratio to State Median","Margins of Error",0.04
"Coventry","0901317800","2012-2016","Number","Median Home Value",252600
"Coventry","0901317800","2012-2016","Number","Margins of Error",14532
"Coventry","0901317800","2012-2016","Ratio to State Median","Median Home Value",0.94
"Coventry","0901317800","2012-2016","Ratio to State Median","Margins of Error",0.05
"Coventry","0901317800","2013-2017","Number","Median Home Value",243500
"Coventry","0901317800","2013-2017","Number","Margins of Error",16774
"Coventry","0901317800","2013-2017","Ratio to State Median","Median Home Value",0.9
"Coventry","0901317800","2013-2017","Ratio to State Median","Margins of Error",0.06
"Coventry","0901317800","2014-2018","Number","Median Home Value",241600
"Coventry","0901317800","2014-2018","Number","Margins of Error",17372
"Coventry","0901317800","2014-2018","Ratio to State Median","Median Home Value",0.89
"Coventry","0901317800","2014-2018","Ratio to State Median","Margins of Error",0.06
"Coventry","0901317800","2015-2019","Number","Median Home Value",252700
"Coventry","0901317800","2015-2019","Number","Margins of Error",15225
"Coventry","0901317800","2015-2019","Ratio to State Median","Median Home Value",0.92
"Coventry","0901317800","2015-2019","Ratio to State Median","Margins of Error",0.06
"Coventry","0901317800","2016-2020","Number","Median Home Value",257300
"Coventry","0901317800","2016-2020","Number","Margins of Error",18376
"Coventry","0901317800","2016-2020","Ratio to State Median","Median Home Value",0.92
"Coventry","0901317800","2016-2020","Ratio to State Median","Margins of Error",0.07
"Cromwell","0900718080","2006-2010","Number","Median Home Value",251000
"Cromwell","0900718080","2006-2010","Number","Margins of Error",13454
"Cromwell","0900718080","2006-2010","Ratio to State Median","Median Home Value",0.85
"Cromwell","0900718080","2006-2010","Ratio to State Median","Margins of Error",0.05
"Cromwell","0900718080","2007-2011","Number","Median Home Value",256500
"Cromwell","0900718080","2007-2011","Number","Margins of Error",18919
"Cromwell","0900718080","2007-2011","Ratio to State Median","Median Home Value",0.88
"Cromwell","0900718080","2007-2011","Ratio to State Median","Margins of Error",0.06
"Cromwell","0900718080","2008-2012","Number","Median Home Value",248100
"Cromwell","0900718080","2008-2012","Number","Margins of Error",8807
